2018-03-27 04:05:26pm,12.06
2018-03-27 04:06:25pm,12.06
2018-03-27 04:07:31pm,12.13
2018-03-27 04:08:40pm,12.13
2018-03-27 04:09:46pm,12.13
2018-03-27 04:10:53pm,12.13
2018-03-27 04:11:59pm,12.19
2018-03-27 04:13:05pm,12.19
2018-03-27 04:14:12pm,12.25
2018-03-27 04:15:18pm,12.25
2018-03-27 04:16:25pm,12.25
2018-03-27 04:17:31pm,12.25
2018-03-27 04:18:37pm,12.25
2018-03-27 04:19:44pm,12.25
2018-03-27 04:20:50pm,12.31
2018-03-27 04:21:56pm,12.37
2018-03-27 04:23:05pm,12.37
2018-03-27 04:24:04pm,12.44
2018-03-27 04:25:10pm,12.50
2018-03-27 04:26:16pm,12.56
2018-03-27 04:27:23pm,12.56
2018-03-27 04:28:29pm,12.63
2018-03-27 04:29:36pm,12.69
2018-03-27 04:30:42pm,12.69
2018-03-27 04:31:48pm,12.69
2018-03-27 04:32:55pm,12.63
2018-03-27 04:34:01pm,12.69
2018-03-27 04:35:07pm,12.75
2018-03-27 04:36:17pm,12.75
2018-03-27 04:37:23pm,12.81
2018-03-27 04:38:29pm,12.75
2018-03-27 04:39:36pm,12.75
2018-03-27 04:40:42pm,12.81
2018-03-27 04:41:48pm,12.81
2018-03-27 04:42:55pm,12.94
2018-03-27 04:44:01pm,12.94
2018-03-27 04:46:15pm,13.00
2018-03-27 04:48:28pm,13.00
2018-03-27 04:49:34pm,13.00
2018-03-27 04:50:40pm,13.00
2018-03-27 04:51:47pm,13.06
2018-03-27 04:52:53pm,13.06
2018-03-27 04:54:02pm,13.13
2018-03-27 04:55:01pm,13.13
2018-03-27 04:56:07pm,13.13
2018-03-27 04:57:13pm,13.31
2018-03-27 04:58:21pm,13.38
2018-03-27 04:59:27pm,13.38
2018-03-27 05:00:33pm,13.38
2018-03-27 05:01:40pm,13.31
2018-03-27 05:02:46pm,13.31
2018-03-27 05:03:52pm,13.38
2018-03-27 05:04:59pm,13.38
2018-03-27 05:06:05pm,13.38
2018-03-27 05:07:11pm,13.38
2018-03-27 05:08:18pm,13.44
2018-03-27 05:09:24pm,13.44
2018-03-27 05:10:30pm,13.44
2018-03-27 05:11:37pm,13.44
2018-03-27 05:12:43pm,13.38
2018-03-27 05:13:49pm,13.44
2018-03-27 05:14:56pm,13.38
2018-03-27 05:16:02pm,13.44
2018-03-27 05:17:08pm,13.38
2018-03-27 05:18:15pm,13.44
2018-03-27 05:19:21pm,13.44
2018-03-27 05:20:27pm,13.50
2018-03-27 05:21:34pm,13.50
2018-03-27 05:22:43pm,13.50
2018-03-27 05:23:50pm,13.56
2018-03-27 05:24:59pm,13.50
2018-03-27 05:26:06pm,13.50
2018-03-27 05:27:12pm,13.50
2018-03-27 05:28:18pm,13.50
2018-03-27 05:29:25pm,13.50
2018-03-27 05:30:31pm,13.50
2018-03-27 05:31:37pm,13.50
2018-03-27 05:32:44pm,13.50
2018-03-27 05:33:50pm,13.44
2018-03-27 05:34:56pm,13.44
2018-03-27 05:36:03pm,13.50
2018-03-27 05:37:09pm,13.44
2018-03-27 05:38:15pm,13.38
2018-03-27 05:39:22pm,13.44
2018-03-27 05:40:28pm,13.44
2018-03-27 05:41:34pm,13.44
2018-03-27 05:42:41pm,13.44
2018-03-27 05:43:47pm,13.44
2018-03-27 05:44:53pm,13.50
2018-03-27 05:46:00pm,13.50
2018-03-27 05:47:06pm,13.44
2018-03-27 05:48:12pm,13.44
2018-03-27 05:49:19pm,13.38
2018-03-27 05:50:25pm,13.38
2018-03-27 05:51:32pm,13.38
2018-03-27 05:52:39pm,13.38
2018-03-27 05:53:45pm,13.38
2018-03-27 05:54:51pm,13.38
2018-03-27 05:55:58pm,13.38
2018-03-27 05:57:04pm,13.38
2018-03-27 05:58:10pm,13.44
2018-03-27 05:59:17pm,13.44
2018-03-27 06:00:23pm,13.50
2018-03-27 06:01:32pm,13.62
2018-03-27 06:02:39pm,13.69
2018-03-27 06:03:46pm,13.69
2018-03-27 06:04:53pm,13.69
2018-03-27 06:05:59pm,13.62
2018-03-27 06:07:06pm,13.56
2018-03-27 06:08:12pm,13.62
2018-03-27 06:09:18pm,13.50
2018-03-27 06:10:25pm,13.56
2018-03-27 06:11:31pm,13.50
2018-03-27 06:12:37pm,13.38
2018-03-27 06:13:44pm,13.31
2018-03-27 06:14:50pm,13.25
2018-03-27 06:15:56pm,13.13
2018-03-27 06:17:03pm,13.13
2018-03-27 06:18:09pm,13.13
2018-03-27 06:19:15pm,13.13
2018-03-27 06:20:25pm,13.13
2018-03-27 06:21:31pm,13.13
2018-03-27 06:22:39pm,13.13
2018-03-27 06:23:45pm,13.19
2018-03-27 06:24:51pm,13.19
2018-03-27 06:25:58pm,13.13
2018-03-27 06:27:04pm,13.06
2018-03-27 06:28:10pm,13.06
2018-03-27 06:29:17pm,13.00
2018-03-27 06:30:23pm,13.00
2018-03-27 06:31:29pm,13.00
2018-03-27 06:32:36pm,12.94
2018-03-27 06:33:42pm,12.81
2018-03-27 06:34:48pm,12.75
2018-03-27 06:35:55pm,12.69
2018-03-27 06:37:01pm,12.69
2018-03-27 06:38:07pm,12.69
2018-03-27 06:39:14pm,12.69
2018-03-27 06:40:20pm,12.63
2018-03-27 06:41:27pm,12.56
2018-03-27 06:42:33pm,12.50
2018-03-27 06:43:40pm,12.37
2018-03-27 06:44:46pm,12.37
2018-03-27 06:45:52pm,12.37
2018-03-27 06:46:58pm,12.31
2018-03-27 06:48:08pm,12.31
2018-03-27 06:50:23pm,12.31
2018-03-27 06:51:33pm,12.13
2018-03-27 06:52:39pm,12.06
2018-03-27 06:53:46pm,12.06
2018-03-27 06:54:52pm,12.13
2018-03-27 06:55:59pm,12.06
2018-03-27 06:57:10pm,12.13
2018-03-27 06:58:16pm,12.06
2018-03-27 06:59:23pm,12.06
2018-03-27 07:00:29pm,12.00
2018-03-27 07:01:38pm,11.94
2018-03-27 07:03:45pm,11.88
2018-03-27 07:04:52pm,11.88
2018-03-27 07:05:58pm,11.81
2018-03-27 07:07:05pm,11.75
2018-03-27 07:08:11pm,11.81
2018-03-27 07:10:23pm,11.69
2018-03-27 07:11:29pm,11.63
2018-03-27 07:12:36pm,11.63
2018-03-27 07:13:42pm,11.63
2018-03-27 07:14:48pm,11.69
2018-03-27 07:15:55pm,11.63
2018-03-27 07:17:01pm,11.63
2018-03-27 07:18:07pm,11.63
2018-03-27 07:19:14pm,11.56
2018-03-27 07:20:20pm,11.56
2018-03-27 07:21:26pm,11.50
2018-03-27 07:22:33pm,11.50
2018-03-27 07:23:39pm,11.44
2018-03-27 07:24:45pm,11.56
2018-03-27 07:25:52pm,11.56
2018-03-27 07:26:58pm,11.50
2018-03-27 07:28:04pm,11.50
2018-03-27 07:29:10pm,11.44
2018-03-27 07:30:17pm,11.44
2018-03-27 07:31:23pm,11.38
2018-03-27 07:32:29pm,11.38
2018-03-27 07:33:36pm,11.38
2018-03-27 07:34:42pm,11.38
2018-03-27 07:35:48pm,11.31
2018-03-27 07:36:55pm,11.25
